arm,model,run,run_id,t_min,score,loss,cost_usd,source,src_excerpt
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,0.0,nan,0,0.0,baseline_json,harness pre-agent baseline
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,4.744143942991893,1.428534476199535,5.672579694032669,0.7043683500000002,persisted,blp9rgzvz.txt
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,4.928643600145976,1.428534476199535,5.672579694032669,0.7769533500000001,tmp_subagent,blp9rgzvz.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,4.995898834864298,1.428534476199535,5.672579694032669,0.81508965,tmp_subagent,b8ee7g2rz.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,5.070514134565989,1.428534476199535,5.672579694032669,0.8439409499999999,tmp_subagent,bygov30qy.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,5.409588305155436,1.428534476199535,5.672579694032669,1.0104493500000002,trace_json,bash score.sh
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,15.01275718609492,1.3784212311084714,5.468631127595901,2.934732300000002,persisted,bflyfm9jt.txt
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,15.112394702434539,1.3784212311084714,5.468631127595901,2.995601100000002,trace_json,bash score.sh 2>&1 | tail -50
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,15.201294016838073,1.3784212311084714,5.468631127595901,2.995601100000002,tmp_subagent,bflyfm9jt.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,23.182181668281554,1.206385493798773,4.84138534116745,4.982113050000003,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,28.17621873219808,1.1913807368043667,4.79162293612957,7.347479850000004,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,33.486195707321166,1.1943538605855615,4.801423901081085,10.097306249999995,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,46.04810622930527,1.1362686630430183,4.615123078584671,12.982683599999996,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,48.31095081567764,1.1242757182727692,4.577986711859703,13.422673349999995,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,50.667621684074405,1.103254892012567,4.513960190773011,13.710820949999993,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,56.122768970330554,1.1072234097830826,4.525944910407066,14.161788449999996,trace_json,cd .. && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,65.13012548685074,1.0748477920688724,4.429546966314316,16.047496049999992,trace_json,cd .. && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,74.01230354706446,1.0533748165885435,4.367311458230018,17.386578449999988,trace_json,cd .. && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,82.98834852774938,1.0268983219958785,4.292391290187836,18.69523229999998,trace_json,cd .. && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,91.9623551050822,1.013870814247191,4.25624932205677,20.018954549999986,trace_json,cd .. && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,102.20557947158814,0.9935181777451552,4.200719388604164,21.939111299999986,trace_json,"for i in {6..10}; do echo ""=== Round $i ==="" && cp solution/basic_model.pt solution/basic_model_ft$i.pt && cd solution &"
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,113.85527280966441,0.9935181777451552,4.200719388604164,22.458089999999984,trace_json,"for i in {6..10}; do echo ""=== Round $i ==="" && cp solution/basic_model.pt solution/basic_model_ft$i.pt && cd solution &"
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,113.85527280966441,0.977991217908371,4.159109302163124,22.458089999999984,trace_json,"for i in {6..10}; do echo ""=== Round $i ==="" && cp solution/basic_model.pt solution/basic_model_ft$i.pt && cd solution &"
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,115.11623795032502,0.9730470293112925,4.145994611740113,22.487430599999986,trace_json,cp solution/basic_model_ft8.pt solution/basic_model.pt && bash score.sh 2>&1 | tail -1 | tee score_ft8.json
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,130.2196523308754,0.99458890142621,4.2036126614809035,23.2101138,trace_json,cp solution/basic_model_ft9.pt solution/basic_model.pt && bash score.sh 2>&1 | tail -1 | tee score_ft9.json
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,147.7587574005127,0.9424534443700716,4.066269901394844,25.43064869999999,tmp_subagent,bcdjuokb7.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,149.65062974294025,0.9781076067569662,4.159418810844421,25.94800589999998,trace_json,cp solution/basic_model_best.pt solution/basic_model.pt && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,154.69295070171356,1.0031717643548785,4.226917265415191,26.220135899999978,tmp_subagent,bd3tgsr4p.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,155.76639394362766,0.9585714530575857,4.107968206048012,26.367248399999976,trace_json,cp solution/basic_model_ft10.pt solution/basic_model.pt && bash score.sh 2>&1 | tail -1 | tee score_best_ft10.json
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,156.76419938405354,27.753874532744156,1130718664458.24,26.456814599999973,trace_json,cp solution/basic_model_deep.pt solution/basic_model.pt && cp solution/model_deep.py solution/model.py && bash score.sh 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,165.6778753678004,0.9483284246356986,4.081391061186791,27.244833449999973,trace_json,bash score.sh 2>&1 | tail -1 | tee score_ft11.json
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,174.45707147916158,0.9332637790567326,4.042794769406319,27.33165914999997,trace_json,cp solution/basic_model.pt solution/basic_model_ft11.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,183.24045666456223,0.9188718724741388,4.006461186528206,28.38915464999997,trace_json,cp solution/basic_model.pt solution/basic_model_ft12.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,192.20763228734333,0.9045536603438703,3.970828848004341,29.450328899999974,trace_json,cp solution/basic_model.pt solution/basic_model_ft13.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,200.99646505912145,0.8929215496133031,3.942254405975342,30.514810649999973,trace_json,cp solution/basic_model.pt solution/basic_model_ft14.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,209.8029651761055,0.8823275525886826,3.916517737865448,31.582937399999977,trace_json,cp solution/basic_model.pt solution/basic_model_ft15.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,218.60967086156208,0.8755499244256802,3.9001948568820954,32.65559789999998,trace_json,cp solution/basic_model.pt solution/basic_model_ft16.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,227.35767926772436,0.8673055859165341,3.8804881838560106,33.73189214999998,trace_json,cp solution/basic_model.pt solution/basic_model_ft17.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,236.11102690696717,0.8607553116862907,3.8649462908506393,34.81169639999998,trace_json,cp solution/basic_model.pt solution/basic_model_ft18.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,244.89320083856583,0.8521217167406163,3.8446161897182463,35.89504439999999,trace_json,cp solution/basic_model.pt solution/basic_model_ft19.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,253.673311261336,0.8401436027841627,3.816699637413025,36.98192489999999,trace_json,cp solution/basic_model.pt solution/basic_model_ft20.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,262.4685632864634,0.8342863004387554,3.80316969037056,38.07351914999998,trace_json,cp solution/basic_model.pt solution/basic_model_ft21.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,271.2913621306419,0.8268555961622105,3.786118945479393,39.170288399999976,trace_json,cp solution/basic_model.pt solution/basic_model_ft22.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,280.09380288124083,0.818151431905775,3.766306540966034,40.27064639999997,trace_json,cp solution/basic_model.pt solution/basic_model_ft23.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,288.8289005160332,0.8066497205888193,3.7403894684314727,41.37448064999997,trace_json,cp solution/basic_model.pt solution/basic_model_ft24.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,297.5565247297287,0.8017816149557292,3.7295095196962356,42.481836149999964,trace_json,cp solution/basic_model.pt solution/basic_model_ft25.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,306.3134446779887,0.7958207691318291,3.716259287714958,43.59386039999996,trace_json,cp solution/basic_model.pt solution/basic_model_ft26.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,315.09481553236645,0.7860377448662217,3.6946832807064056,44.709394649999965,trace_json,cp solution/basic_model.pt solution/basic_model_ft27.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,323.8252690792084,0.777242184605116,3.6754644557237626,45.82842764999996,trace_json,cp solution/basic_model.pt solution/basic_model_ft28.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,332.5918318192164,0.7776863800523572,3.6764310017824173,46.95093689999996,trace_json,cp solution/basic_model.pt solution/basic_model_ft29.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,341.3580680251122,0.765333865710087,3.6497119699716567,48.07694489999995,trace_json,cp solution/basic_model.pt solution/basic_model_ft30.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,350.10927942593895,0.7629362395268792,3.6445639382600783,49.20786914999996,trace_json,cp solution/basic_model.pt solution/basic_model_ft31.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,358.8498199065526,0.7451700889311859,3.606799747824669,50.24264504999996,trace_json,cp solution/basic_model.pt solution/basic_model_ft32.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,367.65019135077796,0.7490426587132232,3.614974294900894,51.28091969999995,trace_json,cp solution/basic_model.pt solution/basic_model_ft33.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,376.4365140636762,0.7538230928072552,3.625108994960785,52.32268184999994,trace_json,cp solution/basic_model_ft33.pt solution/basic_model.pt && cd solution && python finetune.py 2>&1 | tail -3 && cd .. && 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,377.36352953116096,0.7654321652123349,3.6499232959747316,53.36801024999994,trace_json,cp solution/basic_model_ft33.pt solution/basic_model.pt && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,382.6825776497523,0.7738924948622244,3.6681895159482956,53.529768749999945,tmp_subagent,br3c4h4lm.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.7632617087089593,3.6452620413303376,54.23824934999995,trace_json,for i in {36..40}; do cp solution/basic_model.pt solution/basic_model_ft$((i-1)).pt && cd solution && python finetune.py
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.7661798521289792,3.6515313665866853,54.23824934999995,trace_json,for i in {36..40}; do cp solution/basic_model.pt solution/basic_model_ft$((i-1)).pt && cd solution && python finetune.py
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.765089204122513,3.6491860823631286,54.23824934999995,trace_json,for i in {36..40}; do cp solution/basic_model.pt solution/basic_model_ft$((i-1)).pt && cd solution && python finetune.py
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.771565165279704,3.663149291753769,54.23824934999995,trace_json,for i in {36..40}; do cp solution/basic_model.pt solution/basic_model_ft$((i-1)).pt && cd solution && python finetune.py
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,389.6585804422696,0.7738924948622244,3.6681895159482956,54.23824934999995,trace_json,for i in {36..40}; do cp solution/basic_model.pt solution/basic_model_ft$((i-1)).pt && cd solution && python finetune.py
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,400.79063758452736,0.7605720500070412,3.6394997713565824,55.40169524999995,trace_json,for i in {41..50}; do cp solution/basic_model.pt solution/basic_model_ft$i.pt && cd solution && python finetune.py 2>&1 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,402.1765022158623,0.7605720500070412,3.6394997713565824,55.85308349999996,tmp_subagent,blh57ld1s.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,403.01055135726926,0.765148277308588,3.6493130453825,55.85308349999996,trace_json,sleep 5 && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,411.7662487188975,0.7543153778310514,3.626155411839485,55.957438049999965,trace_json,cd solution && python finetune.py 2>&1 | tail -1 && cd .. && bash score.sh 2>&1 | tail -1 | tee score_ft_cont1.json
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,422.2890262166659,0.7389030163961667,3.593637568235397,58.138856399999966,trace_json,for i in {2..10}; do cd solution && python finetune.py 2>&1 | tail -1 && cd .. && bash score.sh 2>&1 | tail -1 | tee sco
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,441.1487933158875,0.7331944578546663,3.581719964146614,59.24680079999995,tmp_subagent,bt4ylkhxn.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,442.7792240063349,0.7331944578546663,3.581719964146614,60.04760639999996,trace_json,for i in {11..20}; do cd solution && python finetune.py 2>&1 | tail -1 && cd .. && bash score.sh 2>&1 | tail -1 | tee sc
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,453.26637135744096,0.7389030163961667,3.593637568235397,61.21592594999996,trace_json,for i in {2..10}; do cd solution && python finetune_ultralow.py 2>&1 | tail -1 && cd .. && bash score.sh 2>&1 | tail -1 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,453.26637135744096,0.7466906267555414,3.6100056532621383,61.21592594999996,trace_json,for i in {2..10}; do cd solution && python finetune_ultralow.py 2>&1 | tail -1 && cd .. && bash score.sh 2>&1 | tail -1 
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,455.427940984567,0.7549107550626183,3.6274216532707215,61.80721964999997,trace_json,bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.92232548395793,0.76106436880289,3.640553346633911,63.14942489999996,tmp_subagent,bf7kjp8i2.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.923926683267,0.742077119773318,3.6002935481071474,63.14942489999996,tmp_subagent,bv96r520o.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.931982199351,0.7522895612896777,3.6218525708913805,63.14942489999996,tmp_subagent,bbm632sax.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,466.9554247657458,0.7514996705273848,3.6201772009134294,63.14942489999996,tmp_subagent,brtd2j9vj.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,467.7453167319298,0.7379761340075398,3.5916979115009307,63.14942489999996,trace_json,sleep 3 && bash score.sh 2>&1 | tail -1
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,476.74847103357314,0.7294847793597844,3.574011758685112,63.267907199999954,tmp_subagent,bjvo4g5bn.ou
ARA-4.5,claude-sonnet-4-5,parent,restricted_mlm_ara_seed1_job6786400,480.3691641489665,0.9424534443700716,4.066269901394844,64.13673029999995,tmp_subagent,b0vfgjpy3.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,0.0,1.8464253515518945,0,0.0,baseline_json,harness pre-agent baseline
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.122050420443217,1.844177063392467,7.822894307613373,0.47412809999999994,persisted,ba562a4kd.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.3752196947733561,1.8420807683426696,7.809653538703919,0.5146543499999999,persisted,bvip05w6g.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.454754348595937,1.844177063392467,7.822894307613373,0.5539174499999999,tmp_subagent,ba562a4kd.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.5824825326601664,1.8419,7.8086,0.5539174499999999,trace_short,"python local_score.py 2>/dev/null | python -c ""import sys,json; d=json.load(sys.stdin); print(f\"
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,1.7080933014551798,1.8420807683426696,7.809653538703919,0.5539174499999999,tmp_subagent,bvip05w6g.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,10.212403150399526,1.4872,5.9247,1.2743059500000002,trace_short,"python local_score.py 2>/dev/null | python -c ""import sys,json; d=json.load(sys.stdin); print(f\"
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,21.896378656228382,5.9023,367.3755,2.0445673500000003,trace_short,"python local_score.py 2>/dev/null | python -c ""import sys,json; d=json.load(sys.stdin); print(f\"
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,114.6647600332896,7.353026865914618,1562.414062133789,13.50318105,persisted,bkd1t2ncp.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,114.99730674823125,7.353026865914618,1562.414062133789,13.50318105,tmp_subagent,bkd1t2ncp.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,129.62441062529882,1.03063780876724,4.302852948904038,15.0201297,persisted,bbjuzhcdy.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,129.74129629532496,1.03063780876724,4.302852948904038,15.064152150000002,trace_json,bash score.sh 2>&1
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,129.95660251776377,1.03063780876724,4.302852948904038,15.064152150000002,tmp_subagent,bbjuzhcdy.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,165.63585534890493,1.8235670717631516,7.693913223981857,22.734009750000013,persisted,bl28qduv6.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,165.96956690152487,1.8235670717631516,7.693913223981857,22.810150950000008,tmp_subagent,bl28qduv6.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,166.16800684928893,1.8235670717631516,7.693913223981857,22.810150950000008,tmp_subagent,bgqrnzo2l.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,166.25568413337072,1.8235670717631516,7.693913223981857,22.849443750000006,tmp_subagent,bw28uarzv.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,167.314242152373,1.8226850994168282,7.6884527721405025,22.849443750000006,trace_json,"bash score.sh 2>&1 | grep -E ""val_loss|score|\\""loss\\""|final"" | tail -5"
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,185.2499237616857,1.028397782538431,4.2965815114974975,23.96404740000001,persisted,blvji3wmm.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,185.34124480485917,1.028397782538431,4.2965815114974975,24.090182400000007,trace_json,"bash score.sh 2>&1 | grep -E ""score|loss|compliant"""
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,185.5836148182551,1.028397782538431,4.2965815114974975,24.090182400000007,tmp_subagent,blvji3wmm.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,275.5121362527212,2.541741751352256,14.201775049209594,36.93584565000002,persisted,b8g6f67hz.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,275.84472918510437,2.541741751352256,14.201775049209594,36.93584565000002,tmp_subagent,b8g6f67hz.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,277.7774312257767,1.027648217539021,4.294486077308655,37.027290300000026,persisted,bkjssk7eg.txt
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,278.1112363497416,1.027648217539021,4.294486077308655,37.07730675000003,tmp_subagent,bkjssk7eg.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,278.1744145512581,1.027648217539021,4.294486077308655,37.07730675000003,tmp_subagent,b9c77tzxj.ou
ARA-4.6,claude-sonnet-4-6,parent,restricted_mlm_ara_seed0_job7079165,278.9963595668475,1.0289862294396808,4.2982276355028155,37.07730675000003,persisted,bjhidfqd1.txt
